annotation_id;source_json;caption;Maschine_Label;manual_plot;manual_photo;manual_diagram;unclear;notes;manual_label
176;10.1101_2025.03.18.643876.json;Figure 5 . ( A ) UpSet plot illustrating the intersection of the top 20 bacterial genera (based on  average  abundance)  detected  in  endometrial  brush  and  endometrial  tissue  biopsy samples  using  16S  rRNA  gene  sequencing  (DNA-based)  and  meta-transcriptomics (RNA-based). The bar plot represents the intersection size, indicating the numbers of unique and shared genera across different detection methods. Dots in the matrix represent groups included in the intersection. ( B ) Presence-absence matrix displaying the bacterial genera identified by each method, with dots indicating detection in biopsy DNA (blue), biopsy RNA (red), brush DNA (yellow), and brush RNA (purple).;;1;;;;;Plot
177;10.1101_2024.08.22.609246.json;"Fig. 4: Functional clustering in the network. Network-wide assortative clustering measured with assortativity coefficient. ( A and C ) Network color scheme and assortativity calculations based on subcellular localization. ( B and D ) Network color scheme and assortativity calculations based on a network of proteostasis genes predicted through a combination of genome-wide coexpression analyses and a manually curated set of peptidase and peptidase-interacting proteins (Majsec et al., 2017; Fig. 4). Purple nodes are predicted members of the Majsec et al., network and blue nodes are all other genes. Assortativity coefficient was calculated using the R igraph package. Null distributions were obtained from 1000 replicates in which node attributes were randomized across the network.";;1;;1;;;Plot+Diagram
178;10.1101_2025.04.13.648583.json;Fig.5. In Vitro Antibacterial Activity of Nano capsules;;;1;;;;Photo
179;10.1101_2025.09.25.678545.json;Figure 1: ( a ) Schematic representation of the BindFlow workflow and ( b ) the systems used in this study for validating ABFE calculations.;;;;1;;;Diagram
180;10.1101_2025.09.24.678327.json;Fig.  4:  Genomic  distribution  and  developmental  expression  of  effector  and  horizontally transferred (HGT) genes in Pratylenchus vulnus . A. Chromosomal distribution of putative effector genes (heatmap) and horizontally transferred genes (green dots) across the six P.  vulnus chromosomes. Effector gene density is shown as a heatmap (0-15 per window), while HGT-derived gene positions are marked as individual points. B . Heatmap showing expression (Z-score normalized TPM) of putative effector genes across developmental stages. C . Heatmap of expression patterns for HGT-derived genes across the same developmental stages.;;1;;;;;Plot
183;10.1101_2024.12.05.627005.json;"FIG. 8. The dependence of the inference bias on population size. The difference between inferred and underlying values of the relative rate of death q and the number of mutations per birth µ is shown for populations of different sizes. The symbols (blue squares for q and orange balls for µ ) show the differences between inferred and underlying values averaged over 100 runs; error bars show the corresponding standard deviation. The inference is based on maximizing the likelihood (5), the underlying parameters were q = 3 / 4, µ = 1 at full sampling ( ρ = 1). For visibility, the symbols indicating the results for the mutation parameter µ are shifted a little to the right. As expected, the bias of the estimates decreases with the population size N , until reaching a plateau for populations of size N = 400 and larger.";;1;;;;;Plot
185;10.1101_2025.09.09.675153.json;Figure 3. In vitro validation of secreted monomeric and secreted multimeric mSb-encoding mRNA LNP vaccines.;;1;;;;;Plot
188;10.1101_2025.06.02.657353.json;Fig 4. In vitro validation of RDV's inhibitory efficacy against mSADS-CoV and SADS-CoV.;;1;1;;;;Plot+Photo
189;10.1101_2025.10.10.681551.json;Figure 3. Left: G ( ℓ 1 , 2, 1, 1 ) and right G ( ℓ 1 , 3, 1, 1 ) . Horizontal axis is 1 ≤ ℓ 1 ≤ 10 from left to right.;;1;;;;;Plot
190;10.1101_2025.06.25.661481.json;"Figure 6. DEG-77 fails to degrade SACK1G/FAM83G I206A and Y204A mutants (A&B) Wild type DLD1 cells were subjected to treatment with (A) the indicated concentrations of DEG-77 for 24 h and (B) 100 nM DEG-77 for the indicated times prior to lysis. Extracts (20 µ g protein) were  subjected  to  SDS-PAGE  and  samples  transferred  to  PVDF  membrane,  which  was subjected to immunoblotting using the indicated antibodies; (C) Wild type (WT) SACK1G-GFP or the indicated mutants of SACK1G-GFP were stably expressed in SACK1G -/-DLD1 cells using";;;1;;;;Photo
191;10.1101_2025.03.14.643370.json;Figure 2: dIL families represent temporal cohorts.;;1;1;1;;;Plot+Diagram+Photo
192;10.1101_2025.10.13.682215.json;"Figure 6. Studies  of  the  directionality  of  energy  transfer  within CPC capitalizing on the free cysteines left in this expression system. (a) A  methylene  blue-based  quencher  was  covalently  attached via maleimide chemistry to the unmodified cysteines in the CPC minimal sets to examine the positional effects on the extent of  exciton  quenching. (b) From  docking  experiments,  these quenchers  occupy  the  same  binding  site  as  the  PCB  chromophores,  resulting  in  similar  alignments  of  their  transition  dipole moments. (c) The extent of quenching can be measured at various positions  within  the  CPC  assembly  to  determine  the  directional flow  of  energy  transfer  across  the  complex. (d) Time-resolved emission measurements were used to measure dynamic quenching processes.  The  faster  rate  of  exciton  transfer  to  quencher  sites compared  to  fluorescence  rates  led  to  decreased  fluorescence lifetimes  of  some  CPC  complexes. (e) The  amplitude-weighted average lifetimes for each sample's exponential decay were compared with and without the presence of the conjugated quencher. The errors given are those obtained from the variations between several independent preparations. The statistical errors of the decay analysis are smaller than these values. Samples that showed statistical  significance  (from  an  unpaired  1-tailed t -test)  in  fluorescence lifetime decreases are highlighted with asterisks; differences in other measurements were not statistically significant.";;1;;1;;;Plot+Diagram
194;10.1101_2025.06.20.660682.json;Figure 4. Mathematical model of RNA levels across FLC intron 1 predicts reduced productive  transcription  initiation  and  increased  intron  processing  rate  for FLC sense  transcription  in  the  cold. (A) Schematic  representation  of  intron  lariat  and nascent  RNA  contribution  to  RNA  levels  across  intron  1,  and  their  relationship  to productive transcription initiation, intron processing rate and lariat degradation rate. Top: schematic  representation  of  lariat  RNA  profile:  lariat  turnover  products  generate  a characteristic slope determined by the initiation rate F and 5'-3' lariat turnover rate k d . Bottom: schematic representation of nascent RNA profile across intron 1 of FLC .  The slope along the intron reflects the PolII density or a ratio of the initiation rate F to the PolII elongation speed ν . Signal level at the intron acceptor site IA corresponds to the ratio of the initiation rate to the intron processing rate k s . Model equations for the nascent and lariat RNA contributions are shown. From these we obtain model equations for the total and  chromatin-bound  RNA  fractions  by  assuming  that  all  of  the  lariat  component;;1;;;;;Plot
195;10.1101_2025.08.01.668053.json;"Fig.10 : Bacterial growth curve in NYCIII medium of E . coli (ATCC 25922) in single-well configuration. (A) and E. faecalis (ATCC 29212). Optical density at 600 nm (OD600) is shown on the y-axis; time (hours) on the x-axis. Lines represent mean values and shading standard error of the mean . The orange-colored line in panel A represents individual E . coli cultures whereas the light blue line in panel B represents individual E . faecalis cultures. The dark red line in panel A represents E . coli co-cultured with E. faecalis in opposing duet wells whereas the dark blue line in panel B represents E . faecalis co-cultured with E. coli in opposing duet wells.";;1;;;;;Plot
196;10.1101_2025.03.21.644484.json;Figure 1 . Gene selection strategy. A . Side-chain flipping of N138 to mediate binding of adenine (PDB ID 6AN9) and guanine (PDB ID 6ANH) 19 . The primary polar interactions with adenine involve R117, H118, and N138, which form a network of hydrogen bonds with each other, the base, and two water molecules 19,32 . The hydrogen bonding network upon binding guanine is unclear, as the lower resolution of the crystal structure complicates the interpretation of absent waters. B . Class III PPK2 gene tree (left) and a zoom-in on the major N138 clade (right). Genes selected for experimental characterization, as well as the previously characterized CHU enzyme, are indicated. C . Multiple sequence alignment (CHU numbering) of selected;;;;1;;;Diagram
197;10.1101_2025.05.03.651968.json;Figure 17: Relationships among folding-compensated and uncompensated cortical thickness, myelin, their spatial gradients, and areal borders in the central sulcus of group average HCP-YA data  for  the  MSMAll  n=1071  group.  (A)  shows  the  parcellated  folding-compensated  cortical thickness with areal borders for areas 4, 3a, and 3b depicted in red. Areal borders corresponding to transitions between areas are labeled as follows: anterior border of area 4 (string a ),  4-3a (string b ), 3a-3b (string c ), and the posterior boundary of area 3b (string d ). (B), (C), (E), and (G) show mean curvature, uncompensated cortical thickness, folding-compensated cortical thickness, and myelin group-average flat maps of the left hemisphere, respectively. (D), (F), and (H) depict the spatial gradient maps of uncompensated cortical thickness, compensated cortical thickness, and myelin respectively. (MR: Multiple Regression, M: Medial, L: Lateral, A: Anterior, P: Posterior);;;1;;;;Photo
199;10.1101_2024.10.29.620954.json;Fig 1 - The number of pathways within each hierarchy level.;;1;;;;;Plot
200;10.1101_2025.05.06.652397.json;"Figure 5: The effect of intrathecal administration of MCC950 and IL-1Ra on (a&c) pain-related aversion (PEAP; day 2 (**P<0.01 ***P<0.001) and (b&d) paw withdrawal thresholds (von frey; Day  5)  following  paw  incision  surgery. ++ p <0.01, +++ p <0.001  No  RRS  +  veh  vs  RRS  +  veh, ## p <0.01,  ### p <0.001 no RRS + IL-1Ra/MCC950 vs RRS + IL-1Ra/MCC950, * p <0.05, ** p <0.01 RRS + veh vs RRS + IL-1Ra. n=6-8 per group.";;1;;;;;Plot
201;10.1101_2025.03.03.641144.json;Figure S2. Sequence characteristics of m ⁶ A sites. (A) Shown is a sequence motif of m ⁶ A sites having low scores (0.3 - 0.5) and lacking a +1 C. The presence of a stretch of Us is observed as well as preference for a -1 G. (B) Shown is a sequence motif of m ⁶ A sites having low scores (0.3  -  0.5)  and  lacking  a  +1  U.  There  are  no  strong  sequence  preference  for  particular nucleotides other than a +1 C. (C) Metagene analysis of sites having either a +1 C (top) or +1 U (bottom)  show  a  similar distribution across the gene, indicating that the sites are installed similarly,  despite  the  incompatibility of the +1 U with the known m ⁶ A installation consensus DRACH.  (D-F)  A  rare  example  of  an  m ⁶ A  site  located  at  a  sequence  position  that  differs between alleles is shown. (D) The site (left, red arrow) is methylated in the allele with the AC sequence, whereas the other allele, which contains a +1 G, is refractory to m ⁶ A installation and  remains  unmethylated.  The  m ⁶ A  site  score  (right)  indicates  methylation  in  the  allele containing  a  +1  C.  (E)  The  expression  levels  of  both  alleles  were  nearly  identical,  as determined by counting reads covering the sequence difference and distinguishing between;;1;;;;;Plot
202;10.1101_2025.05.06.652397.json;"Figure 6: The effect of chronic administration of glucocorticoid antagonist RU486 (21 days) on (a)  immobility  in  the  FST  (* p <  0.05),  (b)  pain-related  aversion  (PEAP  Day  2  post  surgery; **P<0.01) (c) time in the centre zone of the OFT (Day 4 post surgery, **P<0.01), (d) paw withdrawal threshold (von Frey) and (e) paw withdrawal latency (Hargreaves test). ++ p <0.01, +++ p <0.001 no RRS + paw incision + veh vs RRS + paw incision + veh, * p < 0.05, ** p < 0.01, *** p < 0.001 no RRS + paw incision + RU486 vs RRS + paw incision + RU486. n= 5-6 per group.";;1;;;;;Plot
